# State variable;end value;
SystemicComponent.baroreflex_system.baroreflex.phi_mean,2.497e-01,stateInit
SystemicComponent.baroreflex_system.baroreflex.phi,2.459e-01,stateInit
SystemicComponent.baroreflex_system.baroreflex.f1_adj,3.064e-03,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.fbr_auc,0.000e+00,discrete
SystemicComponent.baroreflex_system.baroreceptor_aortic.fbr_int,1.760e+01,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.epsilon,1.528e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.s,8.056e-01,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.fbr_auc,0.000e+00,discrete
SystemicComponent.baroreflex_system.baroreceptor_carotid.fbr_int,9.663e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.epsilon,1.171e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.s,8.933e-01,stateInit
SystemicComponent.ascending_aorta_A.q,3.872e-06,stateInit
SystemicComponent.ascending_aorta_A.vol1,8.071e-06,stateInit
SystemicComponent.ascending_aorta_A.vol2,8.071e-06,stateInit
SystemicComponent.ascending_aorta_B.q_in,7.753e-06,stateInit
SystemicComponent.ascending_aorta_B.volume,2.509e-05,stateInit
SystemicComponent.ascending_aorta_C.q_in,1.189e-05,stateInit
SystemicComponent.ascending_aorta_C.volume,2.321e-05,stateInit
SystemicComponent.ascending_aorta_D.q_in,1.846e-05,stateInit
SystemicComponent.ascending_aorta_D.volume,2.119e-05,stateInit
SystemicComponent.aortic_arch_C2.q_in,2.436e-05,stateInit
SystemicComponent.aortic_arch_C2.volume,1.940e-05,stateInit
SystemicComponent.brachiocephalic_trunk_C4.q_in,1.068e-06,stateInit
SystemicComponent.brachiocephalic_trunk_C4.volume,1.317e-05,stateInit
SystemicComponent.aortic_arch_C46.q_in,2.857e-05,stateInit
SystemicComponent.aortic_arch_C46.volume,1.150e-05,stateInit
SystemicComponent.aortic_arch_C64.q_in,3.276e-05,stateInit
