# State variable;end value;
SystemicComponent.baroreflex_system.baroreflex.phi_mean,0.000e+00,272
SystemicComponent.baroreflex_system.baroreflex.phi,2.454e-01,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.fbr_int,0.000e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.epsilon,1.554e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_aortic.s,7.949e-01,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.fbr_int,0.000e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.epsilon,1.181e+00,stateInit
SystemicComponent.baroreflex_system.baroreceptor_carotid.s,8.706e-01,stateInit
SystemicComponent.ascending_aorta_A.q,4.785e-06,stateInit
SystemicComponent.ascending_aorta_A.vol1,8.974e-06,stateInit
SystemicComponent.ascending_aorta_A.vol2,8.975e-06,stateInit
SystemicComponent.ascending_aorta_B.q_in,9.550e-06,stateInit
SystemicComponent.ascending_aorta_B.volume,2.671e-05,stateInit
SystemicComponent.ascending_aorta_C.q_in,1.489e-05,stateInit
SystemicComponent.ascending_aorta_C.volume,2.470e-05,stateInit
SystemicComponent.ascending_aorta_D.q_in,2.252e-05,stateInit
SystemicComponent.ascending_aorta_D.volume,2.256e-05,stateInit
SystemicComponent.aortic_arch_C2.q_in,2.916e-05,stateInit
SystemicComponent.aortic_arch_C2.volume,2.064e-05,stateInit
SystemicComponent.brachiocephalic_trunk_C4.q_in,3.852e-05,stateInit
SystemicComponent.brachiocephalic_trunk_C4.volume,1.363e-05,stateInit
SystemicComponent.aortic_arch_C46.q_in,-3.677e-06,stateInit
SystemicComponent.aortic_arch_C46.volume,1.225e-05,stateInit
SystemicComponent.aortic_arch_C64.q_in,-9.211e-06,stateInit
SystemicComponent.aortic_arch_C64.volume,8.429e-06,stateInit
SystemicComponent.aortic_arch_C94.q_in,-7.158e-06,stateInit
SystemicComponent.aortic_arch_C94.volume,4.697e-05,stateInit
SystemicComponent.thoracic_aorta_C96.q_in,1.512e-05,stateInit
SystemicComponent.thoracic_aorta_C96.volume,8.467e-06,stateInit
SystemicComponent.thoracic_aorta_C100.q_in,1.928e-05,stateInit
SystemicComponent.thoracic_aorta_C100.volume,6.532e-06,stateInit
SystemicComponent.thoracic_aorta_C104.q_in,2.258e-05,stateInit
SystemicComponent.thoracic_aorta_C104.volume,1.238e-05,stateInit
SystemicComponent.thoracic_aorta_C108.q_in,2.912e-05,stateInit
SystemicComponent.thoracic_aorta_C108.volume,4.076e-06,stateInit
SystemicComponent.thoracic_aorta_C112.q_in,3.129e-05,stateInit
SystemicComponent.thoracic_aorta_C112.volume,7.092e-05,stateInit
SystemicComponent.abdominal_aorta_C114.q_in,7.640e-05,stateInit
SystemicComponent.abdominal_aorta_C114.volume,1.466e-06,stateInit
SystemicComponent.abdominal_aorta_C136.q_in,6.248e-05,stateInit
SystemicComponent.abdominal_aorta_C136.volume,6.195e-06,stateInit
SystemicComponent.abdominal_aorta_C164.q_in,5.827e-05,stateInit
SystemicComponent.abdominal_aorta_C164.volume,1.842e-06,stateInit
SystemicComponent.abdominal_aorta_C176.q_in,4.589e-05,stateInit
SystemicComponent.abdominal_aorta_C176.volume,4.984e-06,stateInit
SystemicComponent.abdominal_aorta_C188.q_in,3.578e-05,stateInit
SystemicComponent.abdominal_aorta_C188.volume,2.052e-05,stateInit
SystemicComponent.abdominal_aorta_C192.q_in,5.382e-05,stateInit
SystemicComponent.abdominal_aorta_C192.volume,1.300e-05,stateInit
SystemicComponent.celiac_trunk_C116.volume,3.495e-04,stateInit
SystemicComponent.renal_L166.volume,3.157e-04,stateInit
SystemicComponent.renal_R178.volume,3.129e-04,stateInit
SystemicComponent.common_iliac_R216.q_in,3.309e-05,stateInit
SystemicComponent.common_iliac_R216.volume,1.094e-05,stateInit
SystemicComponent.internal_iliac_T1_R218.volume,1.718e-04,stateInit
SystemicComponent.external_iliac_R220.q_in,3.419e-05,stateInit
SystemicComponent.external_iliac_R220.volume,5.699e-06,stateInit
SystemicComponent.femoral_R222.q_in,3.563e-05,stateInit
SystemicComponent.femoral_R222.volume,1.619e-06,stateInit
SystemicComponent.profundus_T2_R224.volume,1.969e-04,stateInit
SystemicComponent.femoral_R226.q_in,2.583e-05,stateInit
SystemicComponent.femoral_R226.volume,1.240e-05,stateInit
SystemicComponent.popliteal_R228.q_in,8.441e-06,stateInit
SystemicComponent.popliteal_R228.volume,3.730e-06,stateInit
SystemicComponent.anterior_tibial_T3_R230.volume,2.578e-05,stateInit
SystemicComponent.popliteal_R232.q_in,1.888e-06,stateInit
SystemicComponent.popliteal_R232.volume,1.857e-07,stateInit
SystemicComponent.tibiofibular_trunk_R234.q_in,1.729e-06,stateInit
SystemicComponent.tibiofibular_trunk_R234.volume,7.547e-07,stateInit
SystemicComponent.posterior_tibial_T4_R236.volume,2.815e-05,stateInit
SystemicComponent.common_iliac_L194.q_in,3.311e-05,stateInit
SystemicComponent.common_iliac_L194.volume,1.043e-05,stateInit
SystemicComponent.internal_iliac_T1_L196.volume,1.718e-04,stateInit
SystemicComponent.external_iliac_L198.q_in,3.390e-05,stateInit
SystemicComponent.external_iliac_L198.volume,5.691e-06,stateInit
SystemicComponent.femoral_L200.q_in,3.547e-05,stateInit
SystemicComponent.femoral_L200.volume,1.617e-06,stateInit
SystemicComponent.profundus_T2_L202.volume,1.969e-04,stateInit
SystemicComponent.femoral_L204.q_in,2.576e-05,stateInit
SystemicComponent.femoral_L204.volume,1.241e-05,stateInit
SystemicComponent.popliteal_L206.q_in,8.461e-06,stateInit
SystemicComponent.popliteal_L206.volume,3.734e-06,stateInit
SystemicComponent.anterior_tibial_T3_L208.volume,2.578e-05,stateInit
SystemicComponent.popliteal_L210.q_in,1.894e-06,stateInit
SystemicComponent.popliteal_L210.volume,1.858e-07,stateInit
SystemicComponent.tibiofibular_trunk_L212.q_in,1.735e-06,stateInit
SystemicComponent.tibiofibular_trunk_L212.volume,7.551e-07,stateInit
SystemicComponent.posterior_tibial_T4_L214.volume,2.815e-05,stateInit
SystemicComponent.subclavian_R28.q_in,3.883e-06,stateInit
SystemicComponent.subclavian_R28.volume,2.083e-06,stateInit
SystemicComponent.subclavian_R30.q_in,7.802e-07,stateInit
SystemicComponent.subclavian_R30.volume,2.724e-06,stateInit
SystemicComponent.axillary_R32.q_in,-3.374e-07,stateInit
SystemicComponent.axillary_R32.volume,3.157e-06,stateInit
SystemicComponent.brachial_R34.q_in,-6.473e-07,stateInit
SystemicComponent.brachial_R34.volume,5.039e-06,stateInit
SystemicComponent.ulnar_T2_R36.q_in,2.333e-06,stateInit
SystemicComponent.ulnar_T2_R36.volume,2.547e-07,stateInit
SystemicComponent.ulnar_T2_R42.volume,5.924e-05,stateInit
SystemicComponent.radial_T1_R44.volume,4.852e-05,stateInit
SystemicComponent.subclavian_L66.q_in,6.479e-07,stateInit
SystemicComponent.subclavian_L66.volume,5.117e-06,stateInit
SystemicComponent.subclavian_L78.q_in,-3.771e-07,stateInit
SystemicComponent.subclavian_L78.volume,2.098e-06,stateInit
SystemicComponent.axillary_L80.q_in,4.241e-08,stateInit
SystemicComponent.axillary_L80.volume,3.303e-06,stateInit
SystemicComponent.brachial_L82.q_in,2.659e-06,stateInit
SystemicComponent.brachial_L82.volume,1.657e-06,stateInit
SystemicComponent.ulnar_T2_L84.q_in,2.248e-06,stateInit
SystemicComponent.ulnar_T2_L84.volume,2.529e-07,stateInit
SystemicComponent.ulnar_T2_L90.volume,5.922e-05,stateInit
SystemicComponent.radial_T1_L92.volume,5.142e-05,stateInit
SystemicComponent.common_carotid_R6_A.q_in,2.876e-05,stateInit
SystemicComponent.common_carotid_R6_A.volume,5.034e-06,stateInit
SystemicComponent.common_carotid_R6_B.q_in,2.212e-05,stateInit
SystemicComponent.common_carotid_R6_B.volume,4.196e-06,stateInit
SystemicComponent.common_carotid_R6_C.q_in,1.383e-05,stateInit
SystemicComponent.common_carotid_R6_C.volume,3.084e-06,stateInit
SystemicComponent.internal_carotid_R8_A.q_in,4.277e-06,stateInit
SystemicComponent.internal_carotid_R8_A.volume,1.234e-06,stateInit
SystemicComponent.internal_carotid_R8_B.q_in,2.916e-06,stateInit
SystemicComponent.internal_carotid_R8_B.volume,7.793e-07,stateInit
SystemicComponent.internal_carotid_R8_C.volume,7.033e-05,stateInit
SystemicComponent.external_carotid_T2_R26.volume,7.056e-05,stateInit
SystemicComponent.common_carotid_L48_A.q_in,9.175e-06,stateInit
SystemicComponent.common_carotid_L48_A.volume,5.559e-06,stateInit
SystemicComponent.common_carotid_L48_B.q_in,9.550e-06,stateInit
SystemicComponent.common_carotid_L48_B.volume,4.685e-06,stateInit
SystemicComponent.common_carotid_L48_C.q_in,8.442e-06,stateInit
SystemicComponent.common_carotid_L48_C.volume,4.018e-06,stateInit
SystemicComponent.common_carotid_L48_D.q_in,6.419e-06,stateInit
SystemicComponent.common_carotid_L48_D.volume,3.181e-06,stateInit
SystemicComponent.internal_carotid_L50_A.q_in,2.358e-06,stateInit
SystemicComponent.internal_carotid_L50_A.volume,1.215e-06,stateInit
SystemicComponent.internal_carotid_L50_B.q_in,2.022e-06,stateInit
SystemicComponent.internal_carotid_L50_B.volume,7.689e-07,stateInit
SystemicComponent.internal_carotid_L50_C.volume,7.034e-05,stateInit
SystemicComponent.external_carotid_T2_L62.volume,7.057e-05,stateInit
SystemicComponent.vertebral_L2.volume,6.489e-05,stateInit
SystemicComponent.vertebral_R272.volume,6.489e-05,stateInit
SystemicComponent.superior_vena_cava_C2.volume,3.652e-06,stateInit
SystemicComponent.superior_vena_cava_C2.compliant_vessel.A,0.000e+00,272
SystemicComponent.superior_vena_cava_C88.volume,6.293e-06,stateInit
SystemicComponent.superior_vena_cava_C88.compliant_vessel.A,0.000e+00,272
SystemicComponent.inferior_vena_cava_C8.volume,5.478e-06,stateInit
