Name    , value    , target   , cost     ,% tot, [% base costs], total = 2.619137e-01
EDV_la  ,5.518e-05 ,4.1e-05   ,1.197e-01 , 46  , 
Q_MV_f  ,1.000e+00 ,>1.5      ,1.111e-01 , 42  , 
EDP     ,7.651e+02 ,>800      ,1.900e-02 , 07  , 
ESV_la  ,1.265e-05 ,1.2e-05   ,2.933e-03 , 01  , 
Qdot_mv ,3.153e-01 ,<0.3      ,2.601e-03 , 01  , 
Ppad    ,1.344e+03 ,1.17e+03  ,2.122e-03 , 01  , 
ESV     ,6.229e-05 ,6e-05     ,1.452e-03 , 01  , 
CO      ,9.496e-05 ,9.6e-05   ,1.174e-03 , 00  , 
Ppas    ,2.982e+03 ,2.73e+03  ,8.285e-04 , 00  , 
BPs     ,1.589e+04 ,1.6e+04   ,4.699e-04 , 00  , 
Ppv     ,1.124e+03 ,1.07e+03  ,2.912e-04 , 00  , 
BPd     ,1.071e+04 ,1.07e+04  ,1.956e-04 , 00  , 
EDV     ,1.513e-04 ,0.00015   ,7.943e-05 , 00  , 
BPk     ,2.663e+03 ,2.67e+03  ,1.638e-06 , 00  , 
HR      ,1.067e+00 ,1.07      ,2.720e-15 , 00  , 
q_mv_sad,1.242e-04 ,>0        ,0.000e+00 , 00  , 
SL_max  ,2.358e+00 ,2.2       ,0.000e+00 , 00  , 
SL_min  ,1.817e+00 ,1.75      ,0.000e+00 , 00  , 
PWV     ,5.416e+00 ,>5        ,0.000e+00 , 00  , 
